2024-09-10 01:31:15,021 INFO    StreamThr :1847 [internal.py:wandb_internal():85] W&B internal server running at pid: 1847, started at: 2024-09-10 01:31:15.020892
2024-09-10 01:31:15,022 DEBUG   HandlerThread:1847 [handler.py:handle_request():158] handle_request: status
2024-09-10 01:31:15,022 INFO    WriterThread:1847 [datastore.py:open_for_write():87] open: /Users/syshin/Desktop/Syshin/Study/MLDL/help/monte_yolo/wandb/run-20240910_013108-ch0ihbvd/run-ch0ihbvd.wandb
2024-09-10 01:31:15,023 DEBUG   SenderThread:1847 [sender.py:send():391] send: header
2024-09-10 01:31:15,023 DEBUG   SenderThread:1847 [sender.py:send():391] send: run
2024-09-10 01:31:15,566 INFO    SenderThread:1847 [dir_watcher.py:__init__():211] watching files in: /Users/syshin/Desktop/Syshin/Study/MLDL/help/monte_yolo/wandb/run-20240910_013108-ch0ihbvd/files
2024-09-10 01:31:15,566 INFO    SenderThread:1847 [sender.py:_start_run_threads():1200] run started: ch0ihbvd with start time 1725899474.062828
2024-09-10 01:31:15,571 DEBUG   HandlerThread:1847 [handler.py:handle_request():158] handle_request: run_start
2024-09-10 01:31:15,572 DEBUG   HandlerThread:1847 [system_info.py:__init__():26] System info init
2024-09-10 01:31:15,572 DEBUG   HandlerThread:1847 [system_info.py:__init__():41] System info init done
2024-09-10 01:31:15,572 INFO    HandlerThread:1847 [system_monitor.py:start():194] Starting system monitor
2024-09-10 01:31:15,572 INFO    SystemMonitor:1847 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-09-10 01:31:15,572 INFO    HandlerThread:1847 [system_monitor.py:probe():214] Collecting system info
2024-09-10 01:31:15,572 INFO    SystemMonitor:1847 [interfaces.py:start():188] Started cpu monitoring
2024-09-10 01:31:15,572 INFO    SystemMonitor:1847 [interfaces.py:start():188] Started disk monitoring
2024-09-10 01:31:15,576 INFO    SystemMonitor:1847 [interfaces.py:start():188] Started gpuapple monitoring
2024-09-10 01:31:15,578 INFO    SystemMonitor:1847 [interfaces.py:start():188] Started memory monitoring
2024-09-10 01:31:15,579 INFO    SystemMonitor:1847 [interfaces.py:start():188] Started network monitoring
2024-09-10 01:31:16,885 DEBUG   HandlerThread:1847 [system_info.py:probe():152] Probing system
2024-09-10 01:31:16,886 DEBUG   HandlerThread:1847 [system_info.py:_probe_git():137] Probing git
2024-09-10 01:31:16,896 DEBUG   HandlerThread:1847 [system_info.py:_probe_git():145] Probing git done
2024-09-10 01:31:16,896 DEBUG   HandlerThread:1847 [system_info.py:probe():200] Probing system done
2024-09-10 01:31:16,896 DEBUG   HandlerThread:1847 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.11.9', 'heartbeatAt': '2024-09-09T16:31:16.885597', 'startedAt': '2024-09-09T16:31:08.800802', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/syshin0116/Study.git', 'commit': 'b3fc24e76a308756b15054a65e9d7ba965f7b20f'}, 'email': 'syshin0116@gmail.com', 'root': '/Users/syshin/Desktop/Syshin/Study', 'host': 'Sys-MacBook-Pro-2.local', 'username': 'syshin', 'executable': '/opt/homebrew/Caskroom/miniconda/base/envs/yolov8/bin/python', 'cpu_count': 12, 'cpu_count_logical': 12, 'disk': {'/': {'total': 926.3517189025879, 'used': 458.5272979736328}}, 'gpuapple': {'type': 'Apple M3 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 18.0}}
2024-09-10 01:31:16,896 INFO    HandlerThread:1847 [system_monitor.py:probe():224] Finished collecting system info
2024-09-10 01:31:16,896 INFO    HandlerThread:1847 [system_monitor.py:probe():227] Publishing system info
2024-09-10 01:31:16,896 DEBUG   HandlerThread:1847 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
